"URL","Title","H1","Fraza główna","Wolumen głównej","Frazy dodatkowe (SERP+DFSE)","Wolumeny dodatkowych","Podstrony silnikowe (box linkowania)","Typ","Parent model","Klaster"
"/modele/ford-transit-courier/van/","Ford Transit Courier Van – wymiary, dane techniczne, ceny | BusManiak.pl","Ford Transit Courier Van – kompletny przewodnik","ford transit courier van","4400","","","","page","ford-transit-courier","modele"
"/modele/nissan-nv200/1-5/","Nissan NV200 1 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Nissan NV200 1 5 – dane techniczne i opinie","nissan nv200 1.5 dci opinie","110","","","","page","nissan-nv200","modele"
"/modele/peugeot-rifter/long/","Peugeot Rifter Long – wymiary, dane techniczne, ceny | BusManiak.pl","Peugeot Rifter Long – kompletny przewodnik","peugeot rifter long","720","","","","page","peugeot-rifter","modele"
"/modele/volkswagen-multivan/van/","Volkswagen Multivan Van – wymiary, dane techniczne, ceny | BusManiak.pl","Volkswagen Multivan Van – kompletny przewodnik","multivan volkswagen","6600","","","","page","volkswagen-multivan","modele"
"/modele/toyota-proace-verso/1-5/","Toyota Proace Verso 1 5 – dane techniczne, spalanie, opinie | BusManiak.pl","Toyota Proace Verso 1 5 – dane techniczne i opinie","toyota proace city verso 1.5 d-4d opinie","110","","","","page","toyota-proace-verso","modele"
"/modele/toyota-proace-verso/long/","Toyota Proace Verso Long – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace Verso Long – kompletny przewodnik","toyota proace city verso long","590","","","","page","toyota-proace-verso","modele"
"/modele/toyota-proace-verso/osobowy/","Toyota Proace Verso Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Toyota Proace Verso Osobowy – kompletny przewodnik","toyota proace city verso 7 osobowy","390","","","","page","toyota-proace-verso","modele"
"/modele/volkswagen-amarok/tdi/","Volkswagen Amarok TDI – dane techniczne, spalanie, opinie | BusManiak.pl","Volkswagen Amarok TDI – dane techniczne i opinie","volkswagen amarok 2.0 tdi","170","","","","page","volkswagen-amarok","modele"
"/modele/maxus-deliver-9/osobowy/","Maxus Deliver 9 Osobowy – wymiary, dane techniczne, ceny | BusManiak.pl","Maxus Deliver 9 Osobowy – kompletny przewodnik","maxus deliver 9 osobowy","320","","","","page","maxus-deliver-9","modele"
"/modele/fiat-ducato-maxi/maxi/","Fiat Ducato Maxi Maxi – wymiary, dane techniczne, ceny | BusManiak.pl","Fiat Ducato Maxi Maxi – kompletny przewodnik","fiat maxi ducato","2400","","","","page","fiat-ducato-maxi","modele"
